"AX","M","El","Z","E","DE","J","Thalf","DThalf"
"212FR",212,"FR","87",82.4,4,"(4+)",NA,NA
"212FR",212,"FR","87",537,3,"(7)+",NA,NA
"212FR",212,"FR","87",853.5,NA,NA,NA,NA
"212FR",212,"FR","87",937.9,NA,NA,NA,NA
"212RA",212,"RA","88",0,NA,"0+",NA,NA
"212RA",212,"RA","88",628.3,5,"2+",NA,NA
"212RA",212,"RA","88",0,NA,"0+",NA,NA
"212AC",212,"AC","89",0,NA,NA,NA,NA
"212AC",212,"AC","89",133.6,3,NA,NA,NA
"212AC",212,"AC","89",158,20,NA,NA,NA
"212TH",212,"TH","90",0,NA,"0+","31.7 MS",13
"212TH",212,"TH","90",0,NA,"0+","31.7 MS",13
"213PB",213,"PB","82",0,NA,"(9/2+)",NA,NA
"213BI",213,"BI","83",0,NA,"9/2-","45.59 M",6
"213BI",213,"BI","83",257.87,11,"7/2-",NA,NA
"213BI",213,"BI","83",593.18,13,"(5/2,7/2,9/2)-",NA,NA
"213BI",213,"BI","83",758.9,10,"(5/2-,13/2-)",NA,NA
"213BI",213,"BI","83",1050,NA,NA,NA,NA
"213PO",213,"PO","84",0,NA,"9/2+","3.72 US",2
"213AT",213,"AT","85",0,NA,"9/2-","125 NS",6
"213RN",213,"RN","86",0,NA,"(9/2+)","19.5 MS",1
"213FR",213,"FR","87",0,NA,"9/2-","34.82 S",14
"213FR",213,"FR","87",0,NA,"9/2-","34.82 S",14
"213FR",213,"FR","87",0,NA,"9/2-","34.82 S",14
"213FR",213,"FR","87",0,NA,"9/2-","34.82 S",14
"213FR",213,"FR","87",498,NA,"(7/2-)",NA,NA
"213FR",213,"FR","87",1105,NA,"(13/2)+",NA,NA
"213RA",213,"RA","88",0,NA,"(1/2-)","2.74 M",4
"213RA",213,"RA","88",546.35,5,"(5/2-)",NA,NA
"213RA",213,"RA","88",818,NA,"(3/2-)",NA,NA
"213AC",213,"AC","89",0,NA,NA,NA,NA
"213AC",213,"AC","89",468,NA,NA,NA,NA
"213AC",213,"AC","89",616,NA,NA,NA,NA
"213AC",213,"AC","89",634,NA,NA,NA,NA
"213AC",213,"AC","89",0,NA,NA,NA,NA
"213AC",213,"AC","89",468,NA,NA,NA,NA
"213AC",213,"AC","89",616,NA,NA,NA,NA
"213AC",213,"AC","89",634,NA,NA,NA,NA
"213AC",213,"AC","89",1884,NA,NA,NA,NA
"213TH",213,"TH","90",0,NA,NA,NA,NA
"214PB",214,"PB","82",0,NA,"0+",NA,NA
"214PB",214,"PB","82",836,2,"(2+)",NA,NA
"214BI",214,"BI","83",0,NA,"1-",NA,NA
"214BI",214,"BI","83",62.69,5,NA,NA,NA
"214BI",214,"BI","83",103,6,NA,NA,NA
"214PO",214,"PO","84",0,NA,"0+",NA,NA
"214PO",214,"PO","84",609.31,6,"2+",NA,NA
"214AT",214,"AT","85",0,NA,"1-",NA,NA
"214AT",214,"AT","85",145.1,5,"(2-)",NA,NA
"214AT",214,"AT","85",304,12,"(6-)",NA,NA
"214AT",214,"AT","85",334,14,NA,NA,NA
"214AT",214,"AT","85",494,5,NA,NA,NA
"214AT",214,"AT","85",0,NA,"1-",NA,NA
"214AT",214,"AT","85",79,5,"(0-)",NA,NA
"214AT",214,"AT","85",145.1,5,"(2-)",NA,NA
"214AT",214,"AT","85",187,10,"(3-)",NA,NA
"214AT",214,"AT","85",232,6,"9-",NA,NA
"214AT",214,"AT","85",277.9,10,"(7-)",NA,NA
"214AT",214,"AT","85",302.1,15,"(6-)",NA,NA
"214AT",214,"AT","85",343,10,"(8-)",NA,NA
"214AT",214,"AT","85",411,5,NA,NA,NA
"214AT",214,"AT","85",455,6,NA,NA,NA
"214AT",214,"AT","85",504.1,23,NA,NA,NA
"214AT",214,"AT","85",565.1,23,NA,NA,NA
"214AT",214,"AT","85",631,11,NA,NA,NA
"214AT",214,"AT","85",728.4,15,"(8-)",NA,NA
"214AT",214,"AT","85",790,6,NA,NA,NA
"214AT",214,"AT","85",863,5,NA,NA,NA
"214AT",214,"AT","85",882,15,NA,NA,NA
"214AT",214,"AT","85",974,8,NA,NA,NA
"214AT",214,"AT","85",1017,5,NA,NA,NA
"214AT",214,"AT","85",1137,7,NA,NA,NA
"214RN",214,"RN","86",0,NA,"0+",NA,NA
"214FR",214,"FR","87",0,NA,"(1-)",NA,NA
"214RA",214,"RA","88",0,NA,"0+",NA,NA
"214AC",214,"AC","89",0,NA,NA,NA,NA
"214AC",214,"AC","89",91.8,4,NA,NA,NA
"214TH",214,"TH","90",0,NA,"0+",NA,NA
"214TH",214,"TH","90",0,NA,"0+",NA,NA
"214TH",214,"TH","90",606,NA,"(2+)",NA,NA
"215BI",215,"BI","83",0,NA,"(9/2-)","7.6 M",2
"215PO",215,"PO","84",0,NA,"9/2+","1.781 MS",4
"215PO",215,"PO","84",271.228,10,"7/2+","195 PS",15
"215PO",215,"PO","84",293.56,4,"(11/2)+",NA,NA
"215PO",215,"PO","84",401.812,10,"5/2+","66 PS",7
"215PO",215,"PO","84",517.6,6,"7/2+,9/2+",NA,NA
"215PO",215,"PO","84",608.3,20,"(11/2+,13/2+)",NA,NA
"215PO",215,"PO","84",676.66,7,NA,NA,NA
"215PO",215,"PO","84",708.1,5,NA,NA,NA
"215PO",215,"PO","84",732.7,4,NA,NA,NA
"215PO",215,"PO","84",835.32,22,NA,NA,NA
"215PO",215,"PO","84",877.2,6,NA,NA,NA
"215PO",215,"PO","84",891.1,3,NA,NA,NA
"215PO",215,"PO","84",930,1,NA,NA,NA
"215PO",215,"PO","84",1073.7,4,"(5/2+)",NA,NA
"215PO",215,"PO","84",1094.2,10,NA,NA,NA
"215AT",215,"AT","85",0,NA,"9/2-","0.10 MS",2
"215AT",215,"AT","85",169.88,10,"(7/2)-",NA,NA
"215AT",215,"AT","85",352,10,"(5/2)-",NA,NA
"215AT",215,"AT","85",364,10,"(13/2+)",NA,NA
"215AT",215,"AT","85",472.29,17,"(7/2-)",NA,NA
"215AT",215,"AT","85",517,20,"(13/2)-",NA,NA
"215AT",215,"AT","85",580,NA,"(3/2-)",NA,NA
"215RN",215,"RN","86",0,NA,"9/2+","2.30 US",10
"215RN",215,"RN","86",213.96,18,"(7/2,9/2)+",NA,NA
"215RN",215,"RN","86",290.8,3,"(7/2,9/2,11/2)-",NA,NA
"215RN",215,"RN","86",315.82,4,"(11/2)+",NA,NA
"215RN",215,"RN","86",805.7,4,"(7/2)+",NA,NA
"215FR",215,"FR","87",0,NA,"9/2-","86 NS",5
"215RA",215,"RA","88",0,NA,"(9/2+)","1.66 MS",2
"215AC",215,"AC","89",0,NA,"9/2-","0.17 S",1
"215TH",215,"TH","90",0,NA,"(1/2-)","1.2 S",2
"216BI",216,"BI","83",NA,NA,"(3)",NA,NA
"216PO",216,"PO","84",0,NA,"0+","0.145 S",2
"216PO",216,"PO","84",549.73,5,"2+",NA,NA
"216AT",216,"AT","85",0,NA,"1-",NA,NA
"216AT",216,"AT","85",44.59,4,"(2)-",NA,NA
"216AT",216,"AT","85",57.11,15,"(4)-",NA,NA
"216AT",216,"AT","85",105.89,5,"(0)-",NA,NA
"216AT",216,"AT","85",122,2,"(5)-",NA,NA
"216AT",216,"AT","85",153.4,1,"(2)-",NA,NA
"216AT",216,"AT","85",160.73,5,"(1)-",NA,NA
"216AT",216,"AT","85",169.3,1,"(3-)",NA,NA
"216AT",216,"AT","85",199.2,2,"(3)-",NA,NA
"216AT",216,"AT","85",208,1,"(1,2)-",NA,NA
"216AT",216,"AT","85",234.6,2,"(1,2-)",NA,NA
"216AT",216,"AT","85",254.8,4,NA,NA,NA
"216AT",216,"AT","85",278.2,2,"(4)-",NA,NA
"216AT",216,"AT","85",302.8,2,"(1,2-)",NA,NA
"216AT",216,"AT","85",317,3,NA,NA,NA
"216AT",216,"AT","85",381.1,2,"(2-,3-)",NA,NA
"216AT",216,"AT","85",421.5,4,NA,NA,NA
"216RN",216,"RN","86",4299.7,6,NA,NA,NA
"216RN",216,"RN","86",0,NA,"0+","45 US",5
"216RN",216,"RN","86",461.4,2,"2+",NA,NA
"216FR",216,"FR","87",0,NA,"1-",NA,NA
"216FR",216,"FR","87",133.3,1,"3-","71 NS",5
"216FR",216,"FR","87",141.6,2,"(0)-",NA,NA
"216FR",216,"FR","87",191.2,2,"(5)-",NA,NA
"216FR",216,"FR","87",226.1,2,"(4)-",NA,NA
"216FR",216,"FR","87",254.4,2,"(2)",NA,NA
"216FR",216,"FR","87",344.2,2,"4,5-",NA,NA
"216FR",216,"FR","87",349.3,3,"2,3,4",NA,NA
"216FR",216,"FR","87",409.3,2,"2,3,4,5-",NA,NA
"216FR",216,"FR","87",493.4,2,"3,4,5-",NA,NA
"216FR",216,"FR","87",532.1,2,"3,4,5",NA,NA
"216FR",216,"FR","87",539.4,4,"3,4,5-",NA,NA
"216FR",216,"FR","87",550.9,2,"(3)-",NA,NA
"216FR",216,"FR","87",568.8,4,"4,5-",NA,NA
"216FR",216,"FR","87",581.5,3,"(3)",NA,NA
"216RA",216,"RA","88",0,NA,"0+",NA,NA
"216AC",216,"AC","89",NA,NA,NA,NA,NA
"217PO",217,"PO","84",0,NA,"(9/2+)","1.53 S",5
"217PO",217,"PO","84",254.2,3,"(7/2+)",NA,NA
"217PO",217,"PO","84",264.68,4,"(11/2+)",NA,NA
"217AT",217,"AT","85",0,NA,"9/2-","32.6 MS",3
"217AT",217,"AT","85",100.13,8,"7/2-","0.5 NS",NA
"217AT",217,"AT","85",217.97,9,"5/2-","0.27 NS",2
"217AT",217,"AT","85",271.75,10,"3/2-",NA,NA
"217AT",217,"AT","85",310.1,20,"(13/2+)",NA,NA
"217AT",217,"AT","85",367.99,13,"3/2-",NA,NA
"217AT",217,"AT","85",381.42,17,"(7/2)-",NA,NA
"217AT",217,"AT","85",410.4,20,"13/2-",NA,NA
"217AT",217,"AT","85",424.13,22,"(5/2,7/2,9/2)-",NA,NA
"217AT",217,"AT","85",537.8,5,"(7/2,9/2)",NA,NA
"217AT",217,"AT","85",568.7,3,"(7/2,9/2)",NA,NA
"217AT",217,"AT","85",576.9,19,"7/2-",NA,NA
"217AT",217,"AT","85",652,20,NA,NA,NA
"217AT",217,"AT","85",663.3,3,"(5/2-,7/2,9/2-)",NA,NA
"217AT",217,"AT","85",809.3,20,NA,NA,NA
"217AT",217,"AT","85",891.9,3,NA,NA,NA
"217RN",217,"RN","86",0,NA,"9/2+","0.54 MS",5
"217RN",217,"RN","86",88.89,4,"(11/2+)","1.5 NS",NA
"217RN",217,"RN","86",93,4,"(7/2+)","4.0 NS",4
"217RN",217,"RN","86",149.14,3,"5/2+","1.5 NS",NA
"217RN",217,"RN","86",174.29,6,"(7/2,9/2,11/2)+","1.5 NS",NA
"217RN",217,"RN","86",184,NA,NA,NA,NA
"217RN",217,"RN","86",234.7,3,"(3/2+)",NA,NA
"217RN",217,"RN","86",295,NA,NA,NA,NA
"217RN",217,"RN","86",374.9,19,NA,NA,NA
"217RN",217,"RN","86",382.15,13,"(5/2+,7/2,9/2+)",NA,NA
"217RN",217,"RN","86",474.5,4,NA,NA,NA
"217RN",217,"RN","86",500,NA,NA,NA,NA
"217RN",217,"RN","86",569.64,16,NA,NA,NA
"217RN",217,"RN","86",600,NA,NA,NA,NA
"217RN",217,"RN","86",618.8,3,NA,NA,NA
"217FR",217,"FR","87",0,NA,"9/2-","22 US",5
"217FR",217,"FR","87",210,4,NA,NA,NA
"217FR",217,"FR","87",274,4,NA,NA,NA
"217FR",217,"FR","87",482,8,NA,NA,NA
"217RA",217,"RA","88",0,NA,"(9/2+)","1.6 US",2
"217RA",217,"RA","88",209,11,NA,NA,NA
"217RA",217,"RA","88",333,5,"(11/2+)",NA,NA
"217RA",217,"RA","88",752,6,"(7/2+)",NA,NA
"217AC",217,"AC","89",0,NA,"9/2-","69 NS",4
"217TH",217,"TH","90",0,NA,"(9/2+)","0.252 MS",4
"218PO",218,"PO","84",0,NA,"0+",NA,NA
"218PO",218,"PO","84",511,2,"2+",NA,NA
"218PO",218,"PO","84",675,5,NA,NA,NA
"218RN",218,"RN","86",0,NA,"0+",NA,NA
"218RN",218,"RN","86",324.32,18,"2+","80 PS",NA
"218RN",218,"RN","86",653.12,19,"(4+)",NA,NA
"218RN",218,"RN","86",796.911,21,"(3-)",NA,NA
"218RN",218,"RN","86",840.172,18,"(3-)",NA,NA
"218FR",218,"FR","87",0,NA,"1-",NA,NA
"218FR",218,"FR","87",46,11,NA,NA,NA
"218FR",218,"FR","87",NA,NA,NA,NA,NA
"218FR",218,"FR","87",NA,28,NA,NA,NA
"218FR",218,"FR","87",NA,28,NA,NA,NA
"218FR",218,"FR","87",NA,28,NA,NA,NA
"218FR",218,"FR","87",NA,28,NA,NA,NA
"218FR",218,"FR","87",NA,28,NA,NA,NA
"218FR",218,"FR","87",NA,28,NA,NA,NA
"218FR",218,"FR","87",NA,28,NA,NA,NA
"218RA",218,"RA","88",0,NA,"0+","25.2 US",3
"218RA",218,"RA","88",389.5,5,"2+",NA,NA
"218RA",218,"RA","88",0,NA,"0+","25.2 US",3
"218RA",218,"RA","88",389.5,5,"2+",NA,NA
"218AC",218,"AC","89",153,NA,NA,NA,NA
"218AC",218,"AC","89",367,NA,NA,NA,NA
"218AC",218,"AC","89",489,NA,NA,NA,NA
"218AC",218,"AC","89",520,NA,NA,NA,NA
"218AC",218,"AC","89",540,NA,NA,NA,NA
"219AT",219,"AT","85",0,NA,"(9/2-)","56 S",3
"219AT",219,"AT","85",58.9,2,"(7/2-)",NA,NA
"219AT",219,"AT","85",150.9,2,"(5/2-)",NA,NA
"219AT",219,"AT","85",174,5,"(3/2-)",NA,NA
"219AT",219,"AT","85",296.2,4,"(3/2-)",NA,NA
"219RN",219,"RN","86",0,NA,"5/2+","3.96 S",1
"219RN",219,"RN","86",14.37,1,"(7/2)+","875 PS",30
"219RN",219,"RN","86",126.77,2,"(11/2)+","402 PS",20
"219RN",219,"RN","86",158.64,1,"(7/2)+","42.3 PS",50
"219RN",219,"RN","86",269.48,1,"3/2+","14.2 PS",23
"219RN",219,"RN","86",338.27,1,"(5/2)+","6.1 PS",28
"219RN",219,"RN","86",376.26,2,"(9/2)+","6.9 PS",38
"219RN",219,"RN","86",397.1,4,NA,NA,NA
"219RN",219,"RN","86",445.03,1,"(5/2)+","6.2 PS",31
"219RN",219,"RN","86",514.5,1,"(9/2+)",NA,NA
"219RN",219,"RN","86",541.99,2,"(7/2)",NA,NA
"219RN",219,"RN","86",594.1,1,"(7/2)-",NA,NA
"219RN",219,"RN","86",598.72,2,"(5/2,7/2,9/2)+",NA,NA
"219RN",219,"RN","86",623.68,4,NA,NA,NA
"219RN",219,"RN","86",646.1,1,NA,NA,NA
"219RN",219,"RN","86",672.6,5,NA,NA,NA
"219RN",219,"RN","86",711.3,1,NA,NA,NA
"219RN",219,"RN","86",732.8,1,NA,NA,NA
"219RN",219,"RN","86",748,NA,NA,NA,NA
"219RN",219,"RN","86",773,NA,NA,NA,NA
"219RN",219,"RN","86",800,NA,NA,NA,NA
"219RN",219,"RN","86",830,NA,NA,NA,NA
"219RN",219,"RN","86",851,NA,NA,NA,NA
"219RN",219,"RN","86",861,NA,NA,NA,NA
"219RN",219,"RN","86",873,NA,NA,NA,NA
"219FR",219,"FR","87",0,NA,"9/2-","20 MS",2
"219FR",219,"FR","87",15,1,"(5/2-)",NA,NA
"219FR",219,"FR","87",56.1,1,"(3/2-)",NA,NA
"219FR",219,"FR","87",81,5,"(1/2-)",NA,NA
"219FR",219,"FR","87",98.58,4,"(7/2)-",NA,NA
"219FR",219,"FR","87",134.4,1,"(5/2)-",NA,NA
"219FR",219,"FR","87",139.8,1,"(3/2-)",NA,NA
"219FR",219,"FR","87",191.29,5,"(7/2)+",NA,NA
"219FR",219,"FR","87",210.4,2,"(3/2+)",NA,NA
"219FR",219,"FR","87",216,1,"(11/2)+",NA,NA
"219FR",219,"FR","87",269.2,1,"(7/2-)",NA,NA
"219FR",219,"FR","87",305.5,1,"(9/2-)",NA,NA
"219FR",219,"FR","87",325,2,NA,NA,NA
"219FR",219,"FR","87",333.5,1,"(11/2-)",NA,NA
"219FR",219,"FR","87",340.3,1,"(5/2+)",NA,NA
"219FR",219,"FR","87",372.4,1,"(7/2+)",NA,NA
"219FR",219,"FR","87",374.8,2,"(7/2)",NA,NA
"219FR",219,"FR","87",384.3,1,"(5/2+)",NA,NA
"219FR",219,"FR","87",432,2,"(9/2)",NA,NA
"219FR",219,"FR","87",445,4,NA,NA,NA
"219FR",219,"FR","87",462.2,5,"(9/2+)",NA,NA
"219FR",219,"FR","87",490.3,1,"(5/2-)",NA,NA
"219FR",219,"FR","87",506.5,3,"(9/2+)",NA,NA
"219FR",219,"FR","87",530,5,"(11/2+)",NA,NA
"219FR",219,"FR","87",533.8,4,"(7/2-)",NA,NA
"219FR",219,"FR","87",589,1,"(9/2-)",NA,NA
"219FR",219,"FR","87",650,3,"(11/2-)",NA,NA
"219FR",219,"FR","87",705.5,5,"(5/2+)",NA,NA
"219FR",219,"FR","87",778,1,"(7/2+)",NA,NA
"219RA",219,"RA","88",0,NA,"(7/2)+","10 MS",3
"219RA",219,"RA","88",113.71,10,"(9/2+)",NA,NA
"219RA",219,"RA","88",140.01,10,"(5/2+)",NA,NA
"219RA",219,"RA","88",151.98,9,"(7/2+)",NA,NA
"219RA",219,"RA","88",320.6,4,NA,NA,NA
"219RA",219,"RA","88",328.3,5,NA,NA,NA
"219RA",219,"RA","88",404.74,16,NA,NA,NA
"219RA",219,"RA","88",421.7,12,NA,NA,NA
"219RA",219,"RA","88",445,3,NA,NA,NA
"219RA",219,"RA","88",470.7,5,NA,NA,NA
"219RA",219,"RA","88",515.4,10,NA,NA,NA
"219AC",219,"AC","89",0,NA,"9/2-","11.8 US",15
"219AC",219,"AC","89",170,7,NA,NA,NA
"219TH",219,"TH","90",0,NA,"(9/2+)","1.05 US",3
"220RN",220,"RN","86",0,NA,"0+","55.6 S",1
"220RN",220,"RN","86",240.986,6,"2+","0.146 NS",5
"220RN",220,"RN","86",533.69,10,"4+",NA,NA
"220RN",220,"RN","86",645.44,9,"1-",NA,NA
"220RN",220,"RN","86",663.03,10,"(3-)",NA,NA
"220FR",220,"FR","87",0,NA,"1+",NA,NA
"220FR",220,"FR","87",6.92,6,"3+",NA,NA
"220FR",220,"FR","87",12.37,5,"2+",NA,NA
"220FR",220,"FR","87",48.38,4,"2+",NA,NA
"220FR",220,"FR","87",55.83,13,"5+",NA,NA
"220FR",220,"FR","87",72.99,6,"3+",NA,NA
"220FR",220,"FR","87",156.82,4,"2-",NA,NA
"220FR",220,"FR","87",200.21,15,"5+",NA,NA
"220FR",220,"FR","87",214.43,9,"4-",NA,NA
"220FR",220,"FR","87",246.8,10,NA,NA,NA
"220FR",220,"FR","87",257,15,NA,NA,NA
"220FR",220,"FR","87",273.64,11,"1+",NA,NA
"220FR",220,"FR","87",299.91,15,"1+",NA,NA
"220FR",220,"FR","87",306.9,15,NA,NA,NA
"220FR",220,"FR","87",314.8,4,"(4-)",NA,NA
"220FR",220,"FR","87",340.25,12,"0-",NA,NA
"220FR",220,"FR","87",347.9,4,"(3+)",NA,NA
"220FR",220,"FR","87",355.13,19,NA,NA,NA
"220FR",220,"FR","87",361,4,NA,NA,NA
"220FR",220,"FR","87",364.16,23,"(4-)",NA,NA
"220FR",220,"FR","87",376.49,20,"2-",NA,NA
"220FR",220,"FR","87",380.1,10,NA,NA,NA
"220FR",220,"FR","87",414.6,20,NA,NA,NA
"220FR",220,"FR","87",442.2,15,NA,NA,NA
"220FR",220,"FR","87",452.4,11,"(4-)",NA,NA
"220FR",220,"FR","87",479.6,20,NA,NA,NA
"220FR",220,"FR","87",501.1,4,NA,NA,NA
"220FR",220,"FR","87",511.1,10,NA,NA,NA
"220FR",220,"FR","87",579.9,20,NA,NA,NA
"220RA",220,"RA","88",0,NA,"0+",NA,NA
"220RA",220,"RA","88",178.4,1,"2+",NA,NA
"220RA",220,"RA","88",412.9,1,"(1-)",NA,NA
"220RA",220,"RA","88",474.1,2,"(3-)",NA,NA
"220AC",220,"AC","89",0,NA,"(3-)",NA,NA
"220AC",220,"AC","89",13.79,13,"(2-)",NA,NA
"220AC",220,"AC","89",28,NA,NA,NA,NA
"220AC",220,"AC","89",40.69,10,"(4-)",NA,NA
"220AC",220,"AC","89",68.71,14,"(5-)",NA,NA
"220AC",220,"AC","89",71.56,20,"(1-)",NA,NA
"220AC",220,"AC","89",108.51,18,"(3-)",NA,NA
"220AC",220,"AC","89",113.3,20,"(1-)",NA,NA
"220AC",220,"AC","89",150.18,14,"(4-)",NA,NA
"220AC",220,"AC","89",153,10,"(2-)",NA,NA
"220AC",220,"AC","89",184.21,16,"(3-)",NA,NA
"220AC",220,"AC","89",233.81,17,"(5+)",NA,NA
"220AC",220,"AC","89",263.22,15,"(4+)",NA,NA
"220AC",220,"AC","89",312,8,NA,NA,NA
"220AC",220,"AC","89",335.18,20,NA,NA,NA
"220AC",220,"AC","89",356.1,3,NA,NA,NA
"220AC",220,"AC","89",411.9,7,NA,NA,NA
"220TH",220,"TH","90",0,NA,"0+","9.7 US",6
"220TH",220,"TH","90",386.5,10,"2+",NA,NA
"221RN",221,"RN","86",0,NA,"7/2(+)",NA,NA
"221RN",221,"RN","86",30,10,"(3/2+)",NA,NA
"221FR",221,"FR","87",0,NA,"5/2-","4.9 M",2
"221FR",221,"FR","87",26.01,6,"(1/2)-",NA,NA
"221FR",221,"FR","87",36.66,6,"(3/2)-","1.5 NS",2
"221FR",221,"FR","87",38.53,6,"(9/2)-",NA,NA
"221FR",221,"FR","87",99.62,7,"(3/2)-","80 PS",30
"221FR",221,"FR","87",99.85,7,"(3/2)+","160 PS",30
"221FR",221,"FR","87",100.93,6,"(5/2)-",NA,NA
"221FR",221,"FR","87",108.4,6,"(7/2)-","280 PS",NA
"221FR",221,"FR","87",145.93,10,"(1/2)+",NA,NA
"221FR",221,"FR","87",150.05,7,"(7/2)+","80 PS",20
"221FR",221,"FR","87",195.82,7,"(7/2)-","20 PS",5
"221FR",221,"FR","87",224.68,6,"(3/2)+","35 PS",10
"221FR",221,"FR","87",234.52,9,"(5/2)+",NA,NA
"221FR",221,"FR","87",253.56,6,"(5/2)+","35 PS",15
"221FR",221,"FR","87",272.7,6,"(7/2-,9/2-)",NA,NA
"221FR",221,"FR","87",279.21,11,"(7/2)+",NA,NA
"221FR",221,"FR","87",288.14,17,"(9/2)-",NA,NA
"221FR",221,"FR","87",294.7,6,"(9/2)+",NA,NA
"221FR",221,"FR","87",393.28,15,"(7/2,5/2)+",NA,NA
"221FR",221,"FR","87",400.62,24,"(7/2-)",NA,NA
"221FR",221,"FR","87",410.3,12,NA,NA,NA
"221FR",221,"FR","87",497.3,4,NA,NA,NA
"221FR",221,"FR","87",517.81,12,"(5/2+)",NA,NA
"221FR",221,"FR","87",552.05,9,"(3/2)-",NA,NA
"221FR",221,"FR","87",570.83,16,"(7/2+,5/2+)",NA,NA
"221FR",221,"FR","87",602.3,7,"(5/2-)",NA,NA
"221FR",221,"FR","87",630.72,13,"(5/2+)",NA,NA
"221FR",221,"FR","87",637.72,11,NA,NA,NA
"221FR",221,"FR","87",712,5,NA,NA,NA
"221FR",221,"FR","87",714.2,6,NA,NA,NA
"221FR",221,"FR","87",749.16,20,NA,NA,NA
"221FR",221,"FR","87",780.2,4,NA,NA,NA
"221FR",221,"FR","87",824.2,7,NA,NA,NA
"221RA",221,"RA","88",0,NA,"5/2+","28 S",2
"221RA",221,"RA","88",53.14,8,"7/2+",NA,NA
"221RA",221,"RA","88",103.6,12,"(5/2)-",NA,NA
"221RA",221,"RA","88",146.81,20,"(7/2)-",NA,NA
"221RA",221,"RA","88",174,5,NA,NA,NA
"221RA",221,"RA","88",299.16,8,"(7/2)+",NA,NA
"221RA",221,"RA","88",321.37,16,"(3/2)+",NA,NA
"221RA",221,"RA","88",359.02,8,"(5/2)+",NA,NA
"221RA",221,"RA","88",450.32,17,"(5/2-)",NA,NA
"221RA",221,"RA","88",485.4,12,"(3/2-,5/2-)",NA,NA
"221AC",221,"AC","89",0,NA,"(3/2-)","52 MS",2
"221AC",221,"AC","89",52,15,NA,NA,NA
"221TH",221,"TH","90",0,NA,"(7/2+)",NA,NA
"221TH",221,"TH","90",47,20,"(9/2+)",NA,NA
"221TH",221,"TH","90",250.9,3,"(11/2+)",NA,NA
"222RN",222,"RN","86",0,NA,"0+",NA,NA
"222RN",222,"RN","86",186.211,13,"2+","0.32 NS",2
"222RN",222,"RN","86",448.37,12,"4+",NA,NA
"222RN",222,"RN","86",600.66,5,"1-",NA,NA
"222RN",222,"RN","86",635.47,15,"3-",NA,NA
"222FR",222,"FR","87",40,22,NA,NA,NA
"222RA",222,"RA","88",0,NA,"0+","38.0 S",5
"222RA",222,"RA","88",111.12,2,"2+","0.52 NS",4
"222RA",222,"RA","88",242.11,2,"1-","1.2 NS",NA
"222RA",222,"RA","88",301.39,4,"4+","1.4 NS",NA
"222RA",222,"RA","88",317.29,5,"3-",NA,NA
"222RA",222,"RA","88",473.76,8,"(5-)",NA,NA
"222RA",222,"RA","88",914,3,"(0+)",NA,NA
"222RA",222,"RA","88",1024.9,2,"2+",NA,NA
"222AC",222,"AC","89",0,NA,"1-",NA,NA
"222AC",222,"AC","89",41,14,NA,NA,NA
"222AC",222,"AC","89",137,14,NA,NA,NA
"222TH",222,"TH","90",0,NA,"0+",NA,NA
"222TH",222,"TH","90",183.3,NA,"2+",NA,NA
"222PA",222,"PA","91",NA,NA,NA,NA,NA
"222PA",222,"PA","91",NA,30,NA,NA,NA
"223FR",223,"FR","87",0,NA,"3/2(-)",NA,NA
"223FR",223,"FR","87",12.89,5,"(5/2-)",NA,NA
"223FR",223,"FR","87",54.97,7,"1/2(-)",NA,NA
"223FR",223,"FR","87",82.13,6,"(7/2-)",NA,NA
"223FR",223,"FR","87",99.63,6,"(3/2-)",NA,NA
"223FR",223,"FR","87",134.51,6,"(3/2+)",NA,NA
"223FR",223,"FR","87",160.48,7,"(3/2+)",NA,NA
"223FR",223,"FR","87",172.08,6,"(5/2+)",NA,NA
"223FR",223,"FR","87",189.1,7,"(7/2-)",NA,NA
"223FR",223,"FR","87",219.61,9,"(7/2+)",NA,NA
"223FR",223,"FR","87",242.63,7,"(5/2)",NA,NA
"223FR",223,"FR","87",365.47,10,NA,NA,NA
"223FR",223,"FR","87",371,4,NA,NA,NA
"223FR",223,"FR","87",379,7,NA,NA,NA
"223FR",223,"FR","87",449,5,NA,NA,NA
"223FR",223,"FR","87",503,7,NA,NA,NA
"223FR",223,"FR","87",515.2,22,"3/2-",NA,NA
"223FR",223,"FR","87",540.74,25,"(5/2+)",NA,NA
"223FR",223,"FR","87",601,7,"(5/2-)",NA,NA
"223RA",223,"RA","88",0,NA,"3/2+","11.43 D",2
"223RA",223,"RA","88",29.858,8,"5/2+",NA,NA
"223RA",223,"RA","88",50.128,9,"3/2-","0.63 NS",7
"223RA",223,"RA","88",61.424,10,"(7/2)+","0.6 NS",NA
"223RA",223,"RA","88",79.708,13,"(5/2)-","0.24 NS",8
"223RA",223,"RA","88",123.793,18,"7/2-","0.45 NS",NA
"223RA",223,"RA","88",130.141,18,"9/2 +","0.3 NS",NA
"223RA",223,"RA","88",174.569,24,"9/2-","0.20 NS",6
"223RA",223,"RA","88",234.858,19,"5/2+",NA,NA
"223RA",223,"RA","88",247.39,4,"11/2-","0.15 NS",5
"223RA",223,"RA","88",280.182,22,"(7/2)+","0.075 NS",25
"223RA",223,"RA","88",286.087,14,"1/2+","0.77 NS",7
"223RA",223,"RA","88",315.99,6,"(13/2-)",NA,NA
"223RA",223,"RA","88",329.856,14,"3/2-","0.42 NS",4
